Date of Sale,Address,Location,Boarea,Biarea,Total Area,Number of Rooms,Plot Area,Closing Price
2016-08-30,Bergåsvägen 16 C-D,"VillaVilla Ytterby, Kungälvs kommun",175.5,0.0,175.5,6,600,4700000
2016-08-28,Åkerhög 310,"VillaVilla Vedhall - Åkerhög, Kungälvs kommun",65.0,0.0,65.0,3,1500,2050000
2016-08-26,Skårby Mosse 870,"VillaVilla Bohuslän, Kungälvs kommun",147.0,50.0,197.0,5,3073,4000000
2016-08-25,Rörtången 126,"VillaVilla Rörtången, Kungälvs kommun",170.0,20.0,190.0,5,1638,8700000
2016-08-24,Sjöhåla Strandväg 14,"VillaVilla Kovikshamn, Kungälvs kommun",164.0,0.0,164.0,4,1075,5700000
2016-08-20,Tegskiftegatan 20,"VillaVilla YTTERBY, Kungälvs kommun",102.0,102.0,204.0,5,969,3550000
2016-08-18,Bärtas väg 23,"VillaVilla Ödsmålsmosse, Kungälvs kommun",51.0,20.0,71.0,3,1380,3025000
2016-08-15,Långgatan 8,"VillaVilla Marstrandsön, Kungälvs kommun",244.0,50.0,294.0,11,318,11250000
2016-08-14,Instölid 40,"VillaVilla Marstrand-Instön, Kungälvs kommun",70.0,0.0,70.0,4,1010,3500000
2016-08-12,Åsebyberg 847,"VillaVilla KODE, Kungälvs kommun",120.0,15.0,135.0,4,1163,3300000
2016-08-08,Bremnäs 305,"VillaVilla LYCKE, Kungälvs kommun",115.0,0.0,115.0,4,1979,4000000
2016-07-28,Tröskvägen 256,"VillaVilla Ullstorp, Kungälvs kommun",149.0,9.0,158.0,6,440,5355000
2016-07-27,Östra röd 248,"VillaVilla HARESTAD, Kungälvs kommun",144.0,0.0,144.0,0,2006,4200000
2016-07-25,Stenstavägen 21,"VillaVilla Tjuvkil, Kungälvs kommun",140.0,58.0,198.0,6,1223,6000000
2016-07-20,Rombacka 180,"VillaVilla Kareby, Kungälvs kommun",53.0,7.0,60.0,2,2031,1075000
2016-07-18,Vedbackavägen 4 A + B,"VillaVilla Rödbo, Kungälvs kommun",254.0,42.0,296.0,7,1046,2900000
2016-07-15,Lefstad 110,"VillaVilla Kärna, Kungälvs kommun",182.0,0.0,182.0,8,2630,2600000
2016-07-15,Gunneröd 290,"VillaVilla Lycke, Kungälvs kommun",132.0,39.0,171.0,4,2125,2300000
2016-07-13,Duvesjön 228,"VillaVilla Duvesjön, Kungälvs kommun",121.0,37.0,158.0,5,1150,3400000
2016-07-11,Violgatan 7,"VillaVilla Ytterby, Kungälvs kommun",139.0,36.0,175.0,7,588,4200000
2016-07-10,Instölid 65,"VillaVilla Marstrand-Instön, Kungälvs kommun",60.0,0.0,60.0,4,1012,3320000
2016-07-08,Rörtången 103,"VillaVilla Rörtången, Kungälvs kommun",162.0,62.0,224.0,5,1015,7250000
2016-07-06,Nereby 360,"VillaVilla Kärna - Harestad, Kungälvs kommun",120.0,40.0,160.0,6,1149,3100000
2016-07-06,Skår 260,"VillaVilla Romelanda Skår, Kungälvs kommun",31.0,0.0,31.0,2,785,250000
2016-07-05,Mariebergsvägen 130,"VillaVilla Östra Kungälv - Marieberg, Kungälvs kommun",230.0,41.0,271.0,10,2100,5520000
2016-07-05,Lerlycke 240,"VillaVilla Lerlycke - Kärna, Kungälvs kommun",129.0,44.0,173.0,3,12665,4420000
2016-07-04,Rörtången 295,"VillaVilla Kode, Kungälvs kommun",90.0,15.0,105.0,4,1795,5275000
2016-07-04,Dannemarksgatan 45,"VillaVilla Tega, Kungälvs kommun",140.0,0.0,140.0,5,1072,4850000
2016-07-04,Krokens Väg 11,"VillaVilla Tjuvkil, Kungälvs kommun",148.0,0.0,148.0,6,1155,6000000
2016-07-01,Briljantvägen 9,"VillaVilla KODE, Kungälvs kommun",125.0,0.0,125.0,5,350,3200000
2016-06-28,Rörmossevägen 180,"VillaVilla Rörmossen, Kungälvs kommun",110.0,135.0,245.0,6,1827,3725000
2016-06-26,Hammar 565,"VillaVilla Skäggstorp, Kungälvs kommun",160.0,0.0,160.0,4,2210,3000000
2016-06-22,Byvägen 33,"VillaVilla Kode Ödsmål, Kungälvs kommun",58.0,0.0,58.0,3,1871,2625000
2019-04-01,Brunnefjällsvägen  18,"VillaVilla Kärna, Kungälvs kommun",83.0,0.0,83.0,3,1196,3000000
2019-04-01,Dannemarksgatan 4,"VillaVilla Tega - Ytterby, Kungälvs kommun",112.0,151.0,263.0,6,990,4710000
2019-03-31,Alekärr 110,"VillaVilla Diseröd, Kungälvs kommun",118.0,149.0,267.0,6,1611,3500000
2019-03-29,Duvesjön 460,"VillaVilla Duvesjön, Kungälvs kommun",64.0,0.0,64.0,3,1986,2260000
2019-03-25,Solvagnsgatan 22,"VillaVilla Ytterby - Stället, Kungälvs kommun",139.0,12.0,151.0,5,370,5000000
2019-03-25,Lagvägen 27,"VillaVilla Ytterby, Kungälvs kommun",110.0,38.0,148.0,6,692,3810000
2019-03-21,Grannebydal 260,"VillaVilla Hålta, Kungälvs kommun",120.0,0.0,120.0,4,1574,2300000
2019-03-17,Solvagnsgatan 32,"VillaVilla Ytterby, Kungälvs kommun",138.0,0.0,138.0,5,385,5200000
2019-03-15,Hammar 510,"VillaVilla Kode, Kungälvs kommun",143.0,140.0,283.0,0,3324,3900000
2019-03-13,Skolstigen 2,"VillaVilla Kungälv, Kungälvs kommun",150.0,20.0,170.0,7,1080,4570000
2019-03-06,Munkegärdegatan 99,"VillaVilla Blodriskan, Kungälvs kommun",134.0,25.0,159.0,5,345,4350000
2019-03-04,Kyrkeby 220,"VillaVilla Harestad, Kungälvs kommun",109.0,0.0,109.0,4,6999,4750000
2019-03-01,Kulperödsvägen 35,"VillaVilla Bohuslän, Kungälvs kommun",143.0,0.0,143.0,5,3089,4050000
2019-02-28,Tjäderstigen  4,"VillaVilla Kungälv - Centralt, Kungälvs kommun",126.0,0.0,126.0,4,362,4285000
2019-02-28,Flateby 450,"VillaVilla Harestad, Kungälvs kommun",163.0,118.0,281.0,8,1351,3630000
2019-02-27,Bergkristallvägen 18,"VillaVilla Kode, Kungälvs kommun",127.0,0.0,127.0,6,608,4400000
2019-02-27,Prästvägen 710,"VillaVilla Romelanda, Kungälvs kommun",166.0,20.0,186.0,8,1034,4300000
2019-02-24,Granndalen 14,"VillaVilla Bohuslän, Kungälvs kommun",70.0,54.0,124.0,4,1229,2995000
2019-02-22,Ranneberg  154,"VillaVilla Kärna, Kungälvs kommun",165.0,0.0,165.0,4,2381,5200000
2019-02-21,Kvarnvägen 22,"VillaVilla Kode, Kungälvs kommun",68.0,68.0,136.0,5,1318,3570000
2019-02-18,Lingonvägen 43,"VillaVilla Centralt, Kungälvs kommun",126.0,0.0,126.0,5,383,4050000
2019-02-15,Hamngatan 11,"VillaVilla Centralt, Kungälvs kommun",84.0,94.0,178.0,3,636,4890000
2019-02-14,Rönnvägen  22,"VillaVilla Romelanda, Kungälvs kommun",108.0,70.0,178.0,5,823,3375000
2019-02-14,Lyckevägen  9,"VillaVilla Kärna, Kungälvs kommun",190.0,150.0,340.0,9,2284,4300000
2019-02-14,Ekvägen 12,"VillaVilla Ytterby, Kungälvs kommun",125.0,83.0,208.0,6,770,4000000
2019-02-13,Rostock 362,"VillaVilla Bohuslän, Kungälvs kommun",131.5,0.0,131.5,5,1070,4650000
2019-02-12,Tjuvkil 460,"VillaVilla Tjuvkil, Kungälvs kommun",115.0,20.0,135.0,4,1231,3900000
2019-02-11,Sjöhed 310,"VillaVilla Kärna - Harestad, Kungälvs kommun",103.0,81.0,184.0,5,1208,3700000
2019-02-11,Galärgatan 3,"VillaVilla Komarken, Kungälvs kommun",108.0,65.0,173.0,4,628,4200000
2019-02-08,Bastövägen 4,"VillaVilla Överön - Kärna, Kungälvs kommun",100.0,60.0,160.0,6,2786,4995000
2019-02-07,Furuvägen 1,"VillaVilla Diseröd, Kungälvs kommun",108.0,32.0,140.0,5,742,2795000
2019-02-07,Prejelvägen 112,"VillaVilla Centrum, Kungälvs kommun",142.0,0.0,142.0,5,382,5300000
2019-02-04,Hallsbrovägen  14,"VillaVilla Kärna, Kungälvs kommun",145.0,61.0,206.0,6,2108,3700000
2019-02-01,Nämndemansvägen  12,"VillaVilla Ytterby, Kungälvs kommun",152.0,0.0,152.0,6,680,3895000
2019-02-01,Lyckevägen 3,"VillaVilla Kärna, Kungälvs kommun",120.0,72.0,192.0,5,2857,3770000
2019-02-01,Häradsvägen 24,"VillaVilla Ytterby, Kungälvs kommun",130.0,0.0,130.0,5,342,3387500
2019-01-30,Backsippegatan  4,"VillaVilla Ytterby - Tornhaga, Kungälvs kommun",115.0,0.0,115.0,5,577,3300000
2019-01-30,Rishammar 262,"VillaVilla Kareby, Kungälvs kommun",186.0,0.0,186.0,6,5205,4550000
2019-01-27,Vitsippegatan 4,"VillaVilla Ytterby - Tornhaga, Kungälvs kommun",189.0,0.0,189.0,8,626,4700000
2019-01-24,Galeasgatan 17,"VillaVilla Centrum, Kungälvs kommun",189.0,100.0,289.0,6,574,5425000
2019-01-22,Vältvägen 509,"VillaVilla Ullstorp, Kungälvs kommun",105.0,0.0,105.0,4,319,4550000
2019-01-21,Gategården 250,"VillaVilla Hålta, Kungälvs kommun",140.0,26.0,166.0,5,1500,3990000
2019-01-21,Rondan 37,"VillaVilla Ödsmåls mosse/Rörtången, Kungälvs kommun",80.0,0.0,80.0,4,1617,2850000
2019-01-20,Kantorvägen 3,"VillaVilla Diseröd centrum, Kungälvs kommun",165.0,14.0,179.0,5,761,4100000
2019-01-19,Hemvägen  15,"VillaVilla Romelanda, Kungälvs kommun",119.0,19.0,138.0,5,398,3550000
2019-01-18,Tvetgatan 43,"VillaVilla Tveten, Kungälvs kommun",109.0,0.0,109.0,5,156,3450000
2019-01-17,Rörmossevägen  120,"VillaVilla Bohuslän, Kungälvs kommun",170.0,81.0,251.0,5,4070,4575000
2019-01-15,Parkgatan 11,"VillaVilla Bohuslän, Kungälvs kommun",260.0,0.0,260.0,9,513,6700000
2019-01-11,Kristiansborg 170,"VillaVilla Tjuvkil, Kungälvs kommun",77.0,55.0,132.0,6,1295,3700000
2019-01-08,Vena 328,"VillaVilla Ytterby - Vena, Kungälvs kommun",125.0,0.0,125.0,5,1520,4100000
2020-09-08,Stora Ryr 110,"VillaVilla Lycke, Kungälvs kommun",116.0,76.0,192.0,7,1434,3795000
2020-09-08,Kungälvsvägen 64,"VillaVilla Centralt, Kungälvs kommun",137.0,58.0,195.0,5,853,5350000
2020-09-05,Bremnäs 190,"VillaVilla Lycke, Kungälvs kommun",120.0,91.0,211.0,0,1559,2700000
2020-09-05,Prejelvägen 117,"VillaVilla Ullstorp, Kungälvs kommun",122.0,15.0,137.0,5,596,5560000
2020-09-04,Lievägen 234,"VillaVilla Kungälv, Kungälvs kommun",106.0,0.0,106.0,4,319,4850000
2020-09-03,Situlagatan 4,"VillaVilla Stället, Kungälvs kommun",138.0,0.0,138.0,5,636,6040000
2020-09-03,Djupuddsvägen 2,"VillaVilla Marstrand - Instön, Kungälvs kommun",135.0,0.0,135.0,5,1268,5100000
2020-09-03,Hallbjörtorp 410,"VillaVilla Kärna, Kungälvs kommun",172.0,0.0,172.0,6,1884,5050000
2020-09-01,Tvetgatan 223,"VillaVilla Tveten, Kungälvs kommun",130.0,0.0,130.0,5,138,3375000
2020-08-30,Grönviksvägen 22,"VillaVilla Kärna / Sundhammar, Kungälvs kommun",130.0,70.0,200.0,4,1741,6800000
2020-08-28,Kungälvsvägen 37,"VillaVilla Grinden, Kungälvs kommun",89.0,0.0,89.0,4,227,3981000
2020-08-27,Marielundsvägen 11,"VillaVilla Koön, Kungälvs kommun",166.0,0.0,166.0,6,1074,6145000
2020-08-27,Harkvägen 347,"VillaVilla Ullstorp, Kungälvs kommun",126.0,0.0,126.0,4,0,4500000
2020-08-23,Romelandavägen 110,"VillaVilla Centralt, Kungälvs kommun",125.0,37.0,162.0,4,701,3700000
2020-08-21,Kareby kyrkväg 258,"VillaVilla Kareby, Kungälvs kommun",106.0,0.0,106.0,4,617,3300000
2020-08-21,Gråstensvägen 14,"VillaVilla Kode, Kungälvs kommun",94.0,96.0,190.0,5,1424,3550000
2020-08-21,Klövergången 7,"VillaVilla Centralt, Kungälvs kommun",125.0,0.0,125.0,4,401,4300000
2020-08-20,Stora Risby 540,"VillaVilla Bohuslän, Kungälvs kommun",47.0,0.0,47.0,3,902,2725000
2020-08-20,Rävo 120,"VillaVilla Hålta, Kungälvs kommun",96.0,64.0,160.0,5,1819,2300000
2020-08-17,Rådmansgatan 21,"VillaVilla Kungälv - Centrum, Kungälvs kommun",120.0,74.0,194.0,5,964,6530000
2020-08-13,Ametistvägen 12,"VillaVilla Kode, Kungälvs kommun",107.0,0.0,107.0,5,918,4250000
2020-08-13,Lingonvägen 11,"VillaVilla Centralt, Kungälvs kommun",123.0,24.0,147.0,4,742,5700000
2020-08-12,Munkegärdegatan 313,"VillaVilla Munkegärde, Kungälvs kommun",135.0,20.0,155.0,5,309,4800000
2020-08-12,Norrmannebo 440,"VillaVilla Romelanda, Kungälvs kommun",81.0,79.0,160.0,5,2036,3550000
2020-08-12,Rostock 170,"VillaVilla Romelanda, Kungälvs kommun",84.0,88.0,172.0,4,1544,3500000
2020-08-10,Hallbjörtorp 350,"VillaVilla Kärna, Kungälvs kommun",130.0,40.0,170.0,7,80081,5100000
2020-08-10,Harkvägen 337,"VillaVilla Ullstorp, Kungälvs kommun",131.0,0.0,131.0,5,0,5410000
2020-08-05,Mjölnarvägen 3,"VillaVilla Diseröd, Kungälvs kommun",137.0,0.0,137.0,5,534,3830000
2020-08-04,Bredsten 300,"VillaVilla Bredsten, Kungälvs kommun",119.0,0.0,119.0,0,1889,4100000
2020-08-04,Stinneröd 130,"VillaVilla Romelanda, Kungälvs kommun",187.0,0.0,187.0,6,1468,4150000
2020-08-03,Spaghamnsvägen 10,"VillaVilla Tjuvkil nära Marstrand, Kungälvs kommun",165.0,20.0,185.0,5,1280,12500000
2020-07-31,Storskiftegatan 13,"VillaVilla Tega, Kungälvs kommun",130.0,0.0,130.0,5,145,3800000
2020-07-30,Hålta Annex 110,"VillaVilla Hålta, Kungälvs kommun",217.0,8.0,225.0,8,42350,7250000
2020-07-28,Lid 170,"VillaVilla Diseröd, Kungälvs kommun",86.0,51.0,137.0,4,6235,2460000
2020-07-27,Knaverstad-Ryr 450,"VillaVilla Kode, Kungälvs kommun",78.0,0.0,78.0,3,885,3500000
2020-07-25,Bergsgatan 10,"VillaVilla Marstrand Koön, Kungälvs kommun",175.0,100.0,275.0,6,896,6900000
2020-07-24,Bråta 140,"VillaVilla Romelanda, Kungälvs kommun",35.0,5.0,40.0,3,2165,1475000
2020-07-23,Grokareby 210,"VillaVilla Kareby, Kungälvs kommun",70.0,0.0,70.0,4,4713,1250000
2020-07-22,Hallebäcksvägen 13,"VillaVilla Timmervik, Kungälvs kommun",113.0,50.0,163.0,5,3636,4875000
2020-07-21,Gamla Kungälvsvägen 9B,"VillaVilla Kungälv - Centralt, Kungälvs kommun",194.0,0.0,194.0,6,1061,7300000
2020-07-21,Diamantvägen 52,"VillaVilla Kode, Kungälvs kommun",156.0,0.0,156.0,5,557,4750000
2020-07-21,Ametistvägen 4,"VillaVilla Kode, Kungälvs kommun",98.0,95.0,193.0,5,866,4400000
2020-07-14,Bollestad 310,"VillaVilla Bollestad, Kungälvs kommun",140.0,0.0,140.0,6,6876,4150000
2020-07-10,Holm 310,"VillaVilla Kungälv - Kärna, Kungälvs kommun",66.0,36.0,102.0,3,2077,2970000
2020-07-10,Skårshöjd 9,"VillaVilla Kärna, Kungälvs kommun",112.0,0.0,112.0,4,988,4500000
2020-07-09,Bärtas väg 8,"VillaVilla Kode, Kungälvs kommun",57.0,0.0,57.0,3,1503,3100000
2020-07-09,Myrebackavägen 305,"VillaVilla Kareby, Kungälvs kommun",166.0,0.0,166.0,6,1504,4630000
2020-07-03,Gråstensvägen 16,"VillaVilla Kode, Kungälvs kommun",97.0,0.0,97.0,4,1381,3650000
2020-07-02,Knaverstad-Ryr 580,"VillaVilla Aröd, Kungälvs kommun",158.0,4.0,162.0,6,1012,3650000
2020-07-01,Pölen 120,"VillaVilla Kungälv - Hålta, Kungälvs kommun",138.0,75.0,213.0,5,812,4800000
2016-04-08,Gunneröd 320,"VillaVilla Lycke, Kungälvs kommun",145.0,0.0,145.0,5,1144,3150000
2016-04-06,Gårdskiftegatan 64,"VillaVilla Ytterby, Kungälvs kommun",139.0,31.0,170.0,7,803,3200000
2016-04-04,Lahälla 610,"VillaVilla Skåra, Kungälvs kommun",160.0,82.0,242.0,6,2098,5450000
2016-03-29,Plogvägen 203,"VillaVilla Kungälv, Kungälvs kommun",122.0,9.0,131.0,5,295,4480000
2016-03-24,Gamla Torget 10,"VillaVilla Centrum, Kungälvs kommun",113.0,0.0,113.0,4,134,3970000
2016-03-24,Solskiftegatan 9,"VillaVilla Kungälv, Kungälvs kommun",140.0,58.0,198.0,6,958,3850000
2016-03-23,Högsberg 325,"VillaVilla Kode, Kungälvs kommun",100.0,0.0,100.0,4,1662,3250000
2016-03-22,Matskärsvägen 37,"VillaVilla Tjuvkil, Kungälvs kommun",83.0,48.0,131.0,5,1430,3530000
2016-03-21,Flateby 490,"VillaVilla Harestad, Kungälvs kommun",165.0,67.0,232.0,7,1030,1995000
2016-03-18,Knaverstad-Ryr 590,"VillaVilla Aröd, Kungälvs kommun",90.0,0.0,90.0,3,1007,2500000
2016-03-17,Plogvägen 193,"VillaVilla Ullstorp, Kungälvs kommun",106.0,0.0,106.0,4,407,3925000
2016-03-16,Näckrosvägen 7,"VillaVilla Kärna, Kungälvs kommun",148.0,75.0,223.0,6,1553,4220000
2016-03-11,Sköldgatan 3,"VillaVilla Ytterby - Stället, Kungälvs kommun",136.0,0.0,136.0,4,443,4150000
2016-03-09,Duvesjön 368,"VillaVilla Romelanda, Kungälvs kommun",117.0,35.0,152.0,5,1132,3225000
2016-03-08,Stora Ryr 340,"VillaVilla Kärna, Kungälvs kommun",144.0,12.0,156.0,5,952,2900000
2016-03-04,Björkliden 18,"VillaVilla Aröd, Kungälvs kommun",60.0,60.0,120.0,3,1050,2470000
2016-03-02,Kärnavägen 27,"VillaVilla Kärna, Kungälvs kommun",150.0,30.0,180.0,6,862,3730000
2016-02-29,Dotorp 470,"VillaVilla Kärna, Kungälvs kommun",70.0,0.0,70.0,0,19948,1580000
2016-02-24,Marias Väg 18,"VillaVilla Aröd, Kungälvs kommun",73.0,0.0,73.0,3,1498,2000000
2016-02-24,Stenhålt 125,"VillaVilla Romelanda, Kungälvs kommun",157.0,38.0,195.0,6,5000,3275000
2016-02-24,Hasselvägen 7,"VillaVilla Romelanda, Kungälvs kommun",134.0,48.0,182.0,7,977,3410000
2016-02-23,Skårsäng 2,"VillaVilla Kärna, Kungälvs kommun",114.0,0.0,114.0,5,0,3195000
2016-02-20,Tegskiftegatan 46,"VillaVilla Tega, Kungälvs kommun",114.0,117.0,231.0,8,865,4100000
2016-02-19,Skårby Mosse 895,"VillaVilla Kareby, Kungälvs kommun",156.0,0.0,156.0,5,1583,3500000
2016-02-17,Duvesjön 317,"VillaVilla Romelanda, Kungälvs kommun",103.0,0.0,103.0,5,1084,3150000
2016-02-15,Staby 340,"VillaVilla Kärna, Kungälvs kommun",159.0,125.0,284.0,6,1207,4500000
2016-02-11,Tulpanvägen 4,"VillaVilla Kärna, Kungälvs kommun",118.0,70.0,188.0,6,783,3500000
2016-02-10,Östergårdsgatan 31,"VillaVilla Ytterby, Kungälvs kommun",154.0,54.0,208.0,6,809,3880000
2016-02-09,Oskarsbergsgatan 20,"VillaVilla Ytterby, Kungälvs kommun",120.0,68.0,188.0,6,929,4020000
2016-01-29,Byvägen 20,"VillaVilla Kode, Kungälvs kommun",64.0,25.0,89.0,4,1642,2600000
2016-01-26,Reidarsgatan 5,"VillaVilla Komarken, Kungälvs kommun",119.0,57.0,176.0,6,686,2650000
2016-01-24,Slånbärsvägen 9,"VillaVilla Kungälv - Centralt, Kungälvs kommun",140.0,0.0,140.0,4,855,5350000
2016-01-22,Ulvesund 438,"VillaVilla Kungälv - Ytterby, Kungälvs kommun",90.0,0.0,90.0,5,760,3150000
2016-01-19,Bredsten 416,"VillaVilla Ytterby, Kungälvs kommun",158.0,14.0,172.0,6,26920,6800000
2016-01-18,Skårby Station 520,"VillaVilla Kareby, Kungälvs kommun",117.0,55.0,172.0,5,1060,2995000
2016-01-18,Vena 170,"VillaVilla Vena - Ytterby, Kungälvs kommun",183.0,1.0,184.0,6,2650,3700000
2016-01-16,Granndalen 2,"VillaVilla Lycke, Kungälvs kommun",114.0,0.0,114.0,4,1619,2175000
2016-01-13,Hanekullen 205,"VillaVilla Kareby, Kungälvs kommun",90.0,90.0,180.0,2,1885,3900000
2016-01-13,Smaragdvägen 30,"VillaVilla Kode, Kungälvs kommun",131.0,14.0,145.0,5,362,3430000
2016-01-12,Hallbjörtorp 500,"VillaVilla Kärna, Kungälvs kommun",162.0,0.0,162.0,6,2752,4070000
2016-01-10,Mantalsgatan 26,"VillaVilla Tega - Ytterby, Kungälvs kommun",153.0,54.0,207.0,7,1922,4570000
2016-01-05,Skepparegatan 5,"VillaVilla Marstrand - Koön, Kungälvs kommun",184.0,25.0,209.0,9,474,8000000
2015-12-22,Spadvägen 1,"VillaVilla Ullstorp, Kungälvs kommun",75.0,40.0,115.0,3,1236,2970000
2015-12-08,Timmervik 140,"VillaVilla Bohuslän, Kungälvs kommun",180.0,45.0,225.0,7,1119,3695000
2015-12-06,Häljeröd 490,"VillaVilla Bohuslän, Kungälvs kommun",205.0,100.0,305.0,9,4355,4975000
2015-12-02,Näckrosvägen 7,"VillaVilla Kungälv, Kungälvs kommun",0.0,0.0,0.0,0,1300,1200000
2015-11-26,Duvesjön 374,"VillaVilla Duvesjön, Kungälvs kommun",110.0,0.0,110.0,4,1000,3150000
2015-11-26,Blåsippegatan 3,"VillaVilla Ytterby, Kungälvs kommun",182.0,0.0,182.0,6,579,4600000
2015-11-23,Heavägen 13,"VillaVilla Lycke, Kungälvs kommun",121.0,0.0,121.0,4,970,3300000
2015-11-17,Mossvägen 13,"VillaVilla Kungälv Lökeberg, Kungälvs kommun",96.0,10.0,106.0,4,1376,2600000
2022-06-22,Halltorpsvägen 11,"VillaVilla Kode, Kungälvs kommun",107.0,13.0,120.0,4,1119,4800000
2022-06-21,Duvesjön 351,"VillaVilla Romelanda, Kungälvs kommun",50.0,35.0,85.0,2,2418,1750000
2022-06-21,Kärnavägen 50,"VillaVilla Bohuslän, Kungälvs kommun",128.0,0.0,128.0,0,525,3200000
2022-06-21,Idrottsgatan 14,"VillaVilla Marstrand, Kungälvs kommun",114.0,60.0,174.0,0,592,7800000
2022-06-20,Äslingsvägen 10,"VillaVilla Tjuvkil, Kungälvs kommun",75.0,43.0,118.0,4,1355,4150000
2022-06-19,Solberg 450,"VillaVilla Bohuslän, Kungälvs kommun",158.0,0.0,158.0,6,5435,5250000
2022-06-17,Almvägen 9,"VillaVilla Romelanda, Kungälvs kommun",129.0,10.0,139.0,6,803,5260000
2022-06-17,Flateby 525,"VillaVilla Bohuslän, Kungälvs kommun",154.0,0.0,154.0,6,2814,6275000
2022-06-16,Korpedalsvägen 9,"VillaVilla Aröd, Kungälvs kommun",47.0,0.0,47.0,4,1317,3350000
2022-06-15,Östergårdsgatan 23,"VillaVilla Ytterby, Kungälvs kommun",180.0,48.0,228.0,6,840,5600000
2022-06-15,Åsleröd 130,"VillaVilla Bohuslän, Kungälvs kommun",120.0,35.0,155.0,4,1566,4700000
2022-06-13,Rävo 131,"VillaVilla Bohuslän, Kungälvs kommun",140.0,0.0,140.0,5,3380,7450000
2022-06-11,Situlagatan 4,"VillaVilla Ytterby - Stället, Kungälvs kommun",138.0,27.0,165.0,5,636,6620000
2022-06-09,Duvesjön 373,"VillaVilla Duvesjön, Kungälvs kommun",149.0,9.0,158.0,5,1604,4900000
2022-06-09,Odlingsgatan 78,"VillaVilla Ytterby, Kungälvs kommun",130.0,0.0,130.0,5,295,5600000
2022-06-08,Östra gatan 29,"VillaVilla Kungälv, Kungälvs kommun",192.0,128.0,320.0,8,384,8300000
2022-06-06,Duvesjön 369,"VillaVilla Kungälv -Duvesjön, Kungälvs kommun",4.0,0.0,4.0,4,1198,5050000
2022-06-04,Tjuvkils huvud 918,"VillaVilla Tjuvkil, Kungälvs kommun",60.0,0.0,60.0,4,1376,5150000
2022-06-03,Bergåsvägen 10B,"VillaVilla Ytterby, Kungälvs kommun",115.0,78.0,193.0,6,834,5700000
2022-05-31,Lagvägen 29,"VillaVilla Ytterby, Kungälvs kommun",101.0,0.0,101.0,4,713,4700000
2022-05-31,Lerskärsvägen 49,"VillaVilla Tjuvkil, Kungälvs kommun",189.0,0.0,189.0,6,1133,7100000
2022-05-29,Sagagatan 6,"VillaVilla Centralt vid älven, Kungälvs kommun",280.0,45.0,325.0,6,768,8500000
2022-05-27,Glose 120,"VillaVilla Glose, Kungälvs kommun",64.0,64.0,128.0,4,1418,3500000
2022-05-26,Toreby 240,"VillaVilla Kärna, Kungälvs kommun",89.0,89.0,178.0,4,1245,3895000
2022-05-26,Tronnum 370,"VillaVilla Kärna, Kungälvs kommun",165.0,36.0,201.0,5,2407,6360000
2022-05-23,Ängsgatan 9,"VillaVilla Centrum, Kungälvs kommun",165.0,16.0,181.0,6,575,5700000
2022-05-22,Storskiftegatan 35,"VillaVilla Övre Tega, Kungälvs kommun",84.0,11.0,95.0,3,255,4000000
2022-05-20,Lerskärsvägen 36,"VillaVilla Tjuvkil, Kungälvs kommun",75.0,0.0,75.0,0,1156,3800000
2022-05-17,Rörstigen 8,"VillaVilla Centralt vid älven, Kungälvs kommun",129.0,2.0,131.0,5,407,6200000
2022-05-16,Bäckvägen 2,"VillaVilla Kungälv - Lökeberg, Kungälvs kommun",95.0,48.0,143.0,3,1050,6300000
2022-05-16,Hagtornsvägen 1,"VillaVilla Diseröd, Kungälvs kommun",120.0,107.0,227.0,7,788,4650000
2022-05-16,Ulvesund 403,"VillaVilla Ytterby, Kungälvs kommun",42.0,0.0,42.0,0,287,2400000
2022-05-16,Glose 360,"VillaVilla Bohuslän, Kungälvs kommun",75.0,0.0,75.0,4,2280,3250000
2022-05-15,Skålgropsgatan 16,"VillaVilla Ytterby, Kungälvs kommun",120.0,0.0,120.0,5,249,4800000
2022-05-14,Fredrik Bagges gata 9,"VillaVilla Koön, Marstrand, Kungälvs kommun",135.0,0.0,135.0,6,979,9500000
2022-05-13,Åsebyberg 870,"VillaVilla Åsebyberg, Kungälvs kommun",117.0,72.0,189.0,4,2667,4900000
2022-05-12,Aspvägen 8,"VillaVilla Ytterby, Kungälvs kommun",130.0,90.0,220.0,5,602,6210000
2022-05-11,Hällristningsgatan 12,"VillaVilla Ytterby, Kungälvs kommun",107.0,0.0,107.0,0,560,5275000
2022-05-09,Klockarvägen 4,"VillaVilla Romelanda, Kungälvs kommun",154.0,0.0,154.0,6,561,5000000
2022-05-08,Sjöhåla strandväg 36,"VillaVilla Kovikshamn, Kungälvs kommun",179.0,0.0,179.0,6,1720,6900000
2022-05-06,Duvesjön 304,"VillaVilla Kungälv, Kungälvs kommun",124.0,0.0,124.0,4,1180,5600000
2022-05-03,Holm 280,"VillaVilla Kärna, Kungälvs kommun",65.0,0.0,65.0,3,1893,3300000
2022-04-29,Bräcke 220,"VillaVilla Kärna, Kungälvs kommun",120.0,0.0,120.0,6,1565,5250000
2022-04-28,Sundhammarsvägen 790,"VillaVilla Kovikshamn/Sundhammar, Kungälvs kommun",78.0,0.0,78.0,3,1156,3625000
2022-04-27,Vävra 433,"VillaVilla Hålta, Kungälvs kommun",198.0,0.0,198.0,6,1729,6275000
