Date of Sale,Address,Location,Boarea,Biarea,Total Area,Number of Rooms,Plot Area,Closing Price
2015-02-11,Alekärr 125,"VillaVilla Romelanda, Kungälvs kommun",120.0,0.0,120.0,3,1950,3400000
2015-02-10,Hällristningsgatan 12,"VillaVilla Kungälv Ytterby, Kungälvs kommun",107.0,0.0,107.0,5,560,3425000
2015-02-03,Tegskiftegatan 28,"VillaVilla Kungälv - Ytterby, Kungälvs kommun",134.0,134.0,268.0,7,832,4700000
2015-01-28,Grandalen 190,"VillaVilla Kungälv-Svartedalen, Kungälvs kommun",105.0,60.0,165.0,3,1378,1900000
2015-01-21,Stenhålt 352,"VillaVilla Kungälv - Romelanda, Kungälvs kommun",151.0,0.0,151.0,6,1630,3810000
2015-01-18,Vävra 120,"VillaVilla Bohuslän, Kungälvs kommun",121.0,25.0,146.0,7,3352,2600000
2015-01-16,Trankärrsliden 21,"VillaVilla Tveten & Skälebräcke, Kungälvs kommun",110.0,75.0,185.0,5,1216,2950000
2015-01-16,Rubinvägen 19,"VillaVilla Kode, Kungälvs kommun",195.0,0.0,195.0,6,937,3400000
2015-01-14,Åsebyberg 853,"VillaVilla Kode, Kungälvs kommun",137.0,0.0,137.0,5,1462,3395000
2015-01-13,Lundby 475,"VillaVilla Kareby, Kungälvs kommun",141.0,40.0,181.0,5,2024,4000000
2015-01-11,Bergkristallvägen 20,"VillaVilla Kode, Kungälvs kommun",127.0,0.0,127.0,5,572,3760000
2015-01-02,Rosenstensvägen 43,"VillaVilla Bohuslän, Kungälvs kommun",135.0,0.0,135.0,0,188,2600000
2014-12-20,Åsebyberg 685,"VillaVilla Kode, Kungälvs kommun",115.0,0.0,115.0,3,1374,2995000
2014-12-12,Gårdskiftegatan 17,"VillaVilla Tega, Kungälvs kommun",163.0,35.0,198.0,6,1147,4050000
2014-12-04,Tröskvägen 260,"VillaVilla Ullstorp, Kungälvs kommun",140.0,0.0,140.0,6,410,4450000
2014-06-16,Vävra 540,"VillaVilla Bohuslän, Kungälvs kommun",53.0,0.0,53.0,3,1863,2210000
2014-06-15,Krokens Väg 18,"VillaVilla Tjuvkil, Kungälvs kommun",70.0,0.0,70.0,4,1530,2650000
2014-06-11,Kristinedalsgatan 6,"VillaVilla Centralt, Kungälvs kommun",177.0,67.0,244.0,6,802,4250000
2014-05-31,Illekärr 170,"VillaVilla Kungälv - Romelanda, Kungälvs kommun",152.0,80.0,232.0,6,6070,2720000
2014-05-27,Lagvägen 53,"VillaVilla Kungälv - Ytterby, Kungälvs kommun",157.0,51.0,208.0,6,779,2950000
2014-05-27,Snäckvägen 9,"VillaVilla Ödsmålsmosse, Kungälvs kommun",76.0,0.0,76.0,3,1562,2100000
2014-05-22,Matskärsvägen 102,"VillaVilla Tjuvkil, Kungälvs kommun",71.0,0.0,71.0,3,1433,4550000
2014-05-22,Skårby Station 150,"VillaVilla Kareby, Kungälvs kommun",97.0,50.0,147.0,4,3446,2020000
2014-05-20,Solberga 510,"VillaVilla Solberga - Kode, Kungälvs kommun",98.0,58.0,156.0,5,1517,2215000
2014-05-17,Löstorp 130,"VillaVilla Kareby, Kungälvs kommun",171.0,7.0,178.0,6,4580,4200000
2014-05-14,Torsby 130,"VillaVilla Kärna, Kungälvs kommun",95.0,0.0,95.0,4,2538,2360000
2014-05-10,Åsleröd 110,"VillaVilla Ytterby, Kungälvs kommun",57.0,57.0,114.0,3,975,1470000
2014-05-08,Tingsvägen 3,"VillaVilla Ytterby, Kungälvs kommun",143.0,0.0,143.0,6,723,2570000
2014-05-02,Bremnäs 390,"VillaVilla Lycke, Kärna, Kungälvs kommun",98.0,0.0,98.0,3,2770,2850000
2014-04-30,Ulvesund 412,"VillaVilla Ytterby-Ulvesund, Kungälvs kommun",106.0,0.0,106.0,4,806,2800000
2014-04-29,Lundby 340,"VillaVilla Kareby, Kungälvs kommun",147.0,0.0,147.0,6,1648,3200000
2014-04-29,Rådalsvägen 7,"VillaVilla Aröd, Kungälvs kommun",60.0,31.0,91.0,5,1500,2500000
2014-04-26,Västerhöjdsvägen 26,"VillaVilla Kärna, Kungälvs kommun",103.0,0.0,103.0,5,250,2900000
2014-04-22,Parken 110,"VillaVilla Solberga Kode, Kungälvs kommun",157.0,100.0,257.0,5,4160,3950000
2014-04-18,Västra Brattön,"VillaVilla Brattön, Kungälvs kommun",70.0,0.0,70.0,4,1377,4900000
2014-04-16,Kämpegatan 7,"VillaVilla Centralt, Kungälvs kommun",121.0,103.0,224.0,6,899,3125000
2014-04-15,Skäggstorp 160,"VillaVilla Kode, Kungälvs kommun",28.0,0.0,28.0,2,1257,600000
2014-04-12,Grokareby 110,"VillaVilla Kareby, Kungälvs kommun",120.0,80.0,200.0,4,2367,2400000
2014-04-06,Fågelstigen 44,"VillaVilla Kungälv, Kungälvs kommun",128.0,0.0,128.0,5,377,3275000
2014-03-26,Heden 190,"VillaVilla Kärna - Harestad, Kungälvs kommun",74.0,45.0,119.0,4,2064,2482000
2014-03-26,Mantalsgatan 9,"VillaVilla Ytterby, Kungälvs kommun",175.0,35.0,210.0,8,1105,3850000
2014-03-25,Granndalen 5,"VillaVilla Lycke, Kungälvs kommun",91.0,0.0,91.0,4,1330,2095000
2014-03-21,Lundby 390,"VillaVilla Kareby, Kungälvs kommun",180.0,115.0,295.0,0,5123,2595000
2014-03-20,Vältvägen 509,"VillaVilla Ullstorp, Kungälvs kommun",105.0,10.0,115.0,4,319,3160000
2014-03-18,Matskärsvägen 98b,"VillaVilla Tjuvkil, Kungälvs kommun",90.0,0.0,90.0,4,1012,3825000
2014-03-13,Topasvägen 11,"VillaVilla Kode, Kungälvs kommun",103.0,95.0,198.0,6,742,2375000
2014-03-12,Gunneröd 170,"VillaVilla Lycke, Kungälvs kommun",98.0,0.0,98.0,3,2301,2350000
2014-03-11,Häljeröd 550,"VillaVilla Kode, Kungälvs kommun",135.0,35.0,170.0,4,3880,2530000
2014-03-10,Duvesjön 312,"VillaVilla Duvesjön, Kungälvs kommun",119.0,0.0,119.0,5,1652,3100000
2014-03-07,Lagvägen 31,"VillaVilla Ytterby, Kungälvs kommun",89.0,76.0,165.0,4,1330,2175000
2014-03-05,Helgonagatan 192,"VillaVilla Munkegärde, Kungälvs kommun",93.0,21.0,114.0,5,191,2900000
2014-03-04,Högalidsgatan 5,"VillaVilla Centralt, Kungälvs kommun",109.0,109.0,218.0,4,805,2820000
2014-02-27,Solhultsgatan 17,"VillaVilla Centralt, Kungälvs kommun",189.0,15.0,204.0,8,481,2900000
2014-02-20,Gunneröd 270,"VillaVilla Lycke, Kungälvs kommun",57.0,45.0,102.0,4,2646,1850000
2014-02-13,Lönnvägen 3,"VillaVilla Enekullen, Kungälvs kommun",148.0,0.0,148.0,6,635,3100000
2014-02-08,Ulvesund 410,"VillaVilla Ytterby-Ulvesund, Kungälvs kommun",77.0,25.0,102.0,5,795,2230000
2014-02-03,Ulvebackegatan 12,"VillaVilla Ulvegärde, Kungälvs kommun",140.0,38.0,178.0,5,914,3625000
2014-01-21,Gårdskiftegatan 16,"VillaVilla Ytterby, Kungälvs kommun",114.0,0.0,114.0,5,139,2083000
2014-01-21,Fridhemsgatan 9,"VillaVilla Centralt, Kungälvs kommun",137.0,90.0,227.0,6,850,3525000
2014-01-17,Bärnstensvägen 6,"VillaVilla Kode, Kungälvs kommun",93.0,92.0,185.0,4,1009,2275000
2014-01-15,Prejelvägen 110,"VillaVilla Ullstorp, Kungälvs kommun",122.0,5.0,127.0,5,320,3230000
2013-12-23,Ulvesund 464,"VillaVilla Ytterby-Ulvesund, Kungälvs kommun",63.0,0.0,63.0,2,743,1750000
2013-12-16,Hällristningsgatan 15,"VillaVilla Stället, Kungälvs kommun",107.0,5.0,112.0,5,430,3300000
2013-12-12,Väktaregatan 5,"VillaVilla Centralt, Kungälvs kommun",142.0,70.0,212.0,6,566,4850000
2013-12-06,Solskiftegatan 9,"VillaVilla Tega, Kungälvs kommun",140.0,58.0,198.0,6,958,2850000
2020-05-20,Krokens väg 22,"VillaVilla Tjuvkil (västra delen)+Kroken, Kungälvs kommun",122.0,72.0,194.0,6,1320,5900000
2020-05-19,Bäckliden 10,"VillaVilla Kungälv, Kungälvs kommun",169.0,79.0,248.0,7,500,7700000
2020-05-18,Tronnum 260,"VillaVilla Kärna, Kungälvs kommun",106.0,0.0,106.0,3,1229,3500000
2020-05-16,Rishammarvägen 12,"VillaVilla Kungälv, Kungälvs kommun",185.0,26.0,211.0,7,747,6000000
2020-05-14,Åkerhög 410,"VillaVilla Vedhall, Kungälvs kommun",147.0,0.0,147.0,4,842,5000000
2020-05-13,Grandalen 110,"VillaVilla Duvesjön, Kungälvs kommun",66.0,0.0,66.0,2,1121,2300000
2020-05-13,Kållen 140,"VillaVilla Romelanda, Kungälvs kommun",96.0,25.0,121.0,4,2207,3200000
2020-05-12,Kärnavägen 1,"VillaVilla Kärna, Kungälvs kommun",159.0,90.0,249.0,8,668,4300000
2020-05-12,Hamngatan 3,"VillaVilla Kungälv centralt, Kungälvs kommun",144.0,76.0,220.0,6,620,6100000
2020-05-12,Kvarnvägen 41,"VillaVilla Bohuslän, Kungälvs kommun",111.0,45.0,156.0,5,1194,3650000
2020-05-11,Krokens väg 21,"VillaVilla Lycke, Kungälvs kommun",157.0,0.0,157.0,6,968,5950000
2020-05-10,Åseby 120,"VillaVilla Kode / Solberga, Kungälvs kommun",91.0,71.0,162.0,3,19952,3825000
2020-05-06,Byvägen 63,"VillaVilla Ödsmålsmosse, Kungälvs kommun",104.0,0.0,104.0,5,1750,3750000
2020-05-06,Toftåsen 3,"VillaVilla Sundhammar, Kungälvs kommun",137.0,36.0,173.0,6,1235,5975000
2020-05-06,Gullbringa 110,"VillaVilla Lökeberg, Kungälvs kommun",180.0,0.0,180.0,6,2068,4300000
2020-05-06,Skäggstorp 180,"VillaVilla Kode, Kungälvs kommun",52.0,0.0,52.0,2,1353,2450000
2020-05-05,Källeröd 166,"VillaVilla Kareby, Kungälvs kommun",126.0,0.0,126.0,6,988,4295000
2020-05-05,Skårshöjd 8,"VillaVilla Kärna, Kungälvs kommun",140.0,40.0,180.0,6,921,3700000
2020-05-04,Lievägen 245,"VillaVilla Ullstorp, Kungälvs kommun",111.0,0.0,111.0,4,487,5150000
2020-05-01,Flädervägen 17,"VillaVilla Diseröd, Kungälvs kommun",110.0,0.0,110.0,4,332,3600000
2020-04-30,Duvesjön 230,"VillaVilla Duvesjön, Kungälvs kommun",119.0,0.0,119.0,4,1091,4450000
2020-04-29,Olserödsgatan 128,"VillaVilla Kungälv, Kungälvs kommun",150.0,39.0,189.0,4,1388,4650000
2020-04-29,Instölid 33,"VillaVilla Instön, Kungälvs kommun",55.0,0.0,55.0,3,841,3950000
2020-04-28,Tjällviksvägen 4,"VillaVilla Marstrand, Kungälvs kommun",74.0,0.0,74.0,2,822,2650000
2020-04-28,Grokareby 130,"VillaVilla Kareby, Kungälvs kommun",200.0,26.0,226.0,6,6284,3825000
2020-04-28,Häljeröd 280,"VillaVilla Romelanda, Kungälvs kommun",199.0,24.0,223.0,7,3235,3700000
2020-04-28,Älggatan 6,"VillaVilla Olseröd, Kungälvs kommun",111.0,0.0,111.0,4,0,3375000
2020-04-27,Hemmansgatan 2,"VillaVilla Ytterby, Kungälvs kommun",179.0,0.0,179.0,8,1021,4800000
2020-04-25,Västra Röd 130,"VillaVilla Harestad, Kungälvs kommun",136.0,15.0,151.0,5,1170,4200000
2020-04-24,Bergåsvägen 17,"VillaVilla Ytterby, Kungälvs kommun",126.0,49.0,175.0,6,1054,4600000
2020-04-24,Åseby 170,"VillaVilla Åseby, Kungälvs kommun",101.0,0.0,101.0,3,1945,3500000
2020-04-23,Aspvägen 7A,"VillaVilla Kungälv - Ytterby, Kungälvs kommun",106.0,104.0,210.0,6,640,4725000
2020-04-22,Hammar 150,"VillaVilla Harestad, Kungälvs kommun",95.0,65.0,160.0,4,1391,1895000
2020-04-22,Ingegatan 2E,"VillaVilla Komarken, Kungälvs kommun",102.0,49.0,151.0,5,108,3600000
2020-04-21,Tvetgatan 289,"VillaVilla Tveten, Kungälvs kommun",130.0,9.0,139.0,5,127,3700000
2020-04-19,Prästvägen 238,"VillaVilla Kareby, Kungälvs kommun",177.0,0.0,177.0,7,1401,5400000
2020-04-18,Hammarberg 880,"VillaVilla Kode, Kungälvs kommun",71.0,0.0,71.0,3,2037,2450000
2020-04-17,Källeröd 168,"VillaVilla Kareby, Kungälvs kommun",126.0,0.0,126.0,6,1000,4395000
2020-04-17,Tjällviksvägen 14,"VillaVilla Instön, Kungälvs kommun",138.0,4.0,142.0,4,3032,4150000
2020-04-16,Ingetorp 190,"VillaVilla Kode, Kungälvs kommun",70.0,12.0,82.0,4,2160,2860000
2020-04-07,Bokvägen 8,"VillaVilla Centralt, Kungälvs kommun",170.0,40.0,210.0,8,635,6650000
2020-04-03,Önneröd 145,"VillaVilla Bohuslän, Kungälvs kommun",110.0,0.0,110.0,4,1030,4800000
2020-04-03,Skårby 774,"VillaVilla Bohuslän, Kungälvs kommun",151.0,0.0,151.0,7,2155,5300000
2020-04-02,Lerskärsvägen 11,"VillaVilla Lycke, Kungälvs kommun",63.0,19.0,82.0,0,1065,2750000
2020-04-02,Löstorp 120,"VillaVilla Kareby, Kungälvs kommun",93.0,100.0,193.0,6,1313,3620000
2020-04-02,Flädervägen 48,"VillaVilla Diseröd, Kungälvs kommun",182.0,10.0,192.0,7,823,5455000
2020-04-02,Lievägen 232,"VillaVilla Ullstorp, Kungälvs kommun",134.0,5.0,139.0,5,257,5420000
2020-04-01,Lilla Fjellsholmen 33,"VillaVilla Lilla Fjellsholmen, Kungälvs kommun",108.0,18.0,126.0,4,412,7900000
2020-04-01,Vitsten 210,"VillaVilla Kode, Kungälvs kommun",50.0,0.0,50.0,3,1191,1200000
2020-04-01,Orrstigen 8,"VillaVilla Bohuslän, Kungälvs kommun",128.0,0.0,128.0,0,361,4220000
2020-01-19,Sundviksvägen 36,"VillaVilla Tjuvkil/lycke, Kungälvs kommun",117.0,0.0,117.0,5,533,5495000
2020-01-18,Kungälvsvägen 51,"VillaVilla Grinden, Kungälvs kommun",89.0,0.0,89.0,4,215,4100000
2020-01-17,Norrmannebo 540,"VillaVilla Norrmannebo, Kungälvs kommun",115.0,55.0,170.0,5,4495,3420000
2020-01-17,Hallebäcksvägen 18,"VillaVilla Timmervik, Kungälvs kommun",62.0,0.0,62.0,3,1336,2215000
2020-01-17,Gråstensvägen 11,"VillaVilla Kode, Kungälvs kommun",125.0,80.0,205.0,8,1628,3150000
2020-01-15,Guntorpsvägen 24,"VillaVilla Kode, Kungälvs kommun",110.0,152.0,262.0,6,1065,5000000
2020-01-10,Västerängen 5,"VillaVilla Ytterby, Kungälvs kommun",106.0,44.0,150.0,6,1046,5175000
2020-01-10,Munkegärdegatan 339,"VillaVilla Kungälv, Kungälvs kommun",117.0,0.0,117.0,5,659,5100000
2020-01-09,Holm 230,"VillaVilla Kovikshamn, Kungälvs kommun",155.0,7.0,162.0,7,2861,5875000
2020-01-03,Opalvägen 10,"VillaVilla Kode, Kungälvs kommun",130.0,50.0,180.0,5,712,2900000
2019-12-27,Ön 170,"VillaVilla Kareby, Kungälvs kommun",120.0,84.0,204.0,5,3272,3500000
2019-12-27,Bräcke 106,"VillaVilla Kärna, Kungälvs kommun",127.0,0.0,127.0,4,2070,4600000
2019-12-22,Solrosvägen 7,"VillaVilla Kärna, Kungälvs kommun",138.0,90.0,228.0,5,592,4375000
2019-12-20,Broberg 190,"VillaVilla Tjuvkil/Lycke, Kungälvs kommun",67.0,0.0,67.0,4,1755,1850000
2019-12-20,Prejelvägen 120,"VillaVilla Kungälv, Kungälvs kommun",122.0,0.0,122.0,0,314,5100000
2019-12-20,Matskärsvägen 2,"VillaVilla Kungälv - Tjuvkil, Kungälvs kommun",130.0,0.0,130.0,4,594,4650000
2019-12-20,Dannemarksgatan 42,"VillaVilla Ytterby, Kungälvs kommun",148.0,0.0,148.0,6,641,5400000
2019-12-15,Spaghamnsvägen 15,"VillaVilla Tjuvkil/Lycke, Kungälvs kommun",114.0,0.0,114.0,3,1407,6500000
2019-12-12,Lilla Fjellsholmen 6,"VillaVilla Lilla Fjellsholmen, Kungälvs kommun",86.0,0.0,86.0,4,400,6900000
2019-12-11,Ulvesund 438,"VillaVilla Ytterby, Kungälvs kommun",90.0,0.0,90.0,5,760,4500000
2019-12-09,Hallbjörtorp 200,"VillaVilla Hallbjörtorp, Kungälvs kommun",90.0,0.0,90.0,3,1458,1000000
2019-12-06,Bergåsvägen 6B,"VillaVilla Ytterby, Kungälvs kommun",141.0,29.0,170.0,5,1021,5400000
2019-12-03,Settungsvägen 44,"VillaVilla Ullstorp, Kungälvs kommun",120.0,25.0,145.0,5,583,5100000
2019-11-30,Skurhagagatan 4,"VillaVilla Kungälv - Centrum, Kungälvs kommun",190.0,75.0,265.0,7,798,5300000
2019-11-28,Rörmossevägen 130,"VillaVilla Bohuslän, Kungälvs kommun",145.0,113.0,258.0,5,1200,4480000
2019-11-28,Törnrosgatan 10,"VillaVilla Ytterby, Kungälvs kommun",136.0,76.0,212.0,7,1030,5375000
2019-11-27,Vävra 542,"VillaVilla Hålta, Kungälvs kommun",109.0,15.0,124.0,6,1106,4550000
2019-11-25,Vallby 110,"VillaVilla Solberga-Kode, Kungälvs kommun",127.0,14.0,141.0,5,12135,5100000
2019-11-22,Olsåker 200,"VillaVilla Kareby, Kungälvs kommun",106.0,156.0,262.0,6,1673,3600000
2019-11-22,Enekullsvägen 6,"VillaVilla Ytterby, Kungälvs kommun",170.0,94.0,264.0,8,1160,6900000
2019-11-21,Åsebyberg 655,"VillaVilla Åsebyberg, Kungälvs kommun",35.0,0.0,35.0,2,2854,2080000
2019-11-20,Ljungvägen 40,"VillaVilla Ödsmålsmosse vid Rörtången, Kungälvs kommun",65.0,0.0,65.0,3,1016,2295000
2019-11-20,Bergkristallvägen 18,"VillaVilla Kode, Kungälvs kommun",127.0,0.0,127.0,6,608,4450000
2019-11-20,Solberga 870,"VillaVilla Kode, Kungälvs kommun",104.0,38.0,142.0,3,1272,3420000
2019-11-16,Kuskalundsvägen 35,"VillaVilla Vävra, Kungälvs kommun",63.0,0.0,63.0,3,2104,2450000
2019-11-16,Trankärr 170,"VillaVilla Trankärr, Kungälvs kommun",86.0,60.0,146.0,3,1002,3880000
2019-11-13,Granndalen 13,"VillaVilla Kärna, Kungälvs kommun",81.0,10.0,91.0,4,1093,2100000
2019-11-13,Solbräcke / Ullstorp,"VillaVilla Kungälv, Kungälvs kommun",148.0,0.0,148.0,6,784,4950000
2019-11-13,Grindklykan 9,"VillaVilla Kungälv, Kungälvs kommun",121.0,0.0,121.0,4,729,3900000
2019-11-06,Täljstensgatan 4,"VillaVilla Ytterby, Kungälvs kommun",70.0,12.0,82.0,3,478,3100000
2019-11-06,Duvesjön 357,"VillaVilla Romelanda, Kungälvs kommun",169.0,60.0,229.0,9,1054,4625000
2019-11-01,,"VillaVilla Kungälv, Kungälvs kommun",0.0,0.0,0.0,0,708,1251360
2019-11-01,Kulperödsvägen 39,"VillaVilla Gullbringa, Kungälvs kommun",129.0,0.0,129.0,4,1192,2900000
2019-11-01,Topasvägen 13,"VillaVilla Kode, Kungälvs kommun",130.0,95.0,225.0,6,782,4500000
2019-10-30,Råckeröd 180,"VillaVilla Kärna, Kungälvs kommun",90.0,0.0,90.0,0,3183,1000000
